synP_model_1	0.0015553574839243648
synP_model_2	0.002028301886792453
synP_model_3	0.0020915032679738564
synP_model_4	0.044595201771495147
synP_model_5	0.3051169448757764
synP_model_6	0.3728861426084002
synP_model_7	0.33404953052113157
synP_model_8	0.08499320652173914
synP_model_9	0.3175169457735247
synP_model_10	0.16735082417181316
synP_model_11	0.059590574895916376
synP_model_12	0.0027891156462585033
synP_model_13	0.04192384587422757
synP_model_14	0.04209176788124157
synP_model_15	0.002305711987127916
synP_model_16	0.08846110603611833
synP_model_17	0.0030207929742993673
synP_model_18	0.16411347517730496
synP_model_19	0.09461460053411617
synP_model_20	0.1902459016393442
synP_model_21	0.0033197610421809706
synP_model_22	0.004259294135372331
synP_model_23	0.06630810238434293
synP_model_24	0.10895904719796617
synP_285	0.10843174991980871
